instance_id,artist_name,track_name,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,obtained_date,valence,music_genre
88275.0,The Black Keys,Sister,55.0,0.00191,0.757,205187.0,0.6609999999999999,5.7700000000000007e-05,D,0.141,-5.908,Major,0.0291,111.64,4-Apr,0.617,Rock
86831.0,The National,About Today,54.0,0.326,0.556,250760.0,0.618,0.6940000000000001,C,0.124,-13.482,Major,0.043,104.98299999999999,4-Apr,0.4639999999999999,Rock
86354.0,Phillip Phillips,Raging Fire,55.0,0.00867,0.557,234693.0,0.833,0.0,G,0.0621,-4.671,Major,0.073,125.90899999999999,4-Apr,0.449,Rock
37132.0,Led Zeppelin,Over the Hills and Far Away - Remastered,53.0,0.0729,0.415,290933.0,0.688,0.0495,G,0.0832,-10.504,Major,0.0636,96.96799999999999,4-Apr,0.23,Rock
88844.0,Breaking Benjamin,Had Enough,57.0,1.6800000000000002e-05,0.289,-1.0,0.955,3.570000000000001e-05,C,0.152,-2.76,Minor,0.0966,163.947,4-Apr,0.252,Rock
59464.0,Eric Clapton,Change the World,66.0,0.492,0.721,-1.0,0.5579999999999999,0.00563,A,0.113,-8.8,Major,0.0246,96.887,4-Apr,0.542,Rock
46768.0,Ricky Nelson,Travelin' Man - Remastered,58.0,0.669,0.741,142933.0,0.363,0.0,D,0.1169999999999999,-12.484000000000002,Major,0.0335,123.26299999999999,4-Apr,0.8590000000000001,Rock
46889.0,Big Thief,Mythological Beauty,58.0,0.301,0.629,306760.0,0.579,0.22,A#,0.1159999999999999,-8.544,Major,0.0255,106.67299999999999,4-Apr,0.475,Rock
49353.0,Coheed and Cambria,A Favor House Atlantic,56.0,0.0007059999999999,0.294,234707.0,0.97,0.0,E,0.123,-4.942,Major,0.265,166.475,4-Apr,0.144,Rock
35899.0,Oh Wonder,Technicolour Beat,65.0,0.633,0.599,180120.0,0.36,5.44e-05,F,0.0849,-10.347,Minor,0.032,?,4-Apr,0.0956,Rock
35838.0,alt-J,Nara,50.0,0.426,0.511,296058.0,0.519,0.588,B,0.121,-7.794,Minor,0.0408,146.968,4-Apr,0.0953,Rock
65631.0,Muse,Supremacy,62.0,0.00451,0.256,-1.0,0.679,0.0409,A,0.172,-4.495,Minor,0.0387,158.718,4-Apr,0.325,Rock
28657.0,Franco De Vita,Te Amo,69.0,0.539,0.584,218760.0,0.636,5.94e-06,A#,0.871,-6.654,Major,0.0517,129.24,4-Apr,0.337,Rock
50576.0,Greta Van Fleet,Mountain Of The Sun,62.0,0.0376,0.478,270760.0,0.9,0.0524,F,0.1009999999999999,-3.16,Major,0.0471,90.959,4-Apr,0.6759999999999999,Rock
76161.0,Grateful Dead,Scarlet Begonias,57.0,0.314,0.537,259702.0,0.5589999999999999,0.000795,E,0.1159999999999999,-12.224,Major,0.0315,?,4-Apr,0.918,Rock
47604.0,Neutral Milk Hotel,In the Aeroplane Over the Sea,66.0,0.395,0.275,202347.0,0.7140000000000001,0.0,G,0.115,-5.124,Major,0.0328,?,3-Apr,0.242,Rock
49525.0,Freddie Mercury,Bohemian Rhapsody,60.0,0.198,0.299,401729.0,0.491,2.82e-05,D,0.0868,-11.215,Major,0.0392,140.344,4-Apr,0.133,Rock
31880.0,Blind Melon,No Rain - Remastered 2002,53.0,0.644,0.3829999999999999,217800.0,0.599,3.61e-05,A,0.311,-5.432,Major,0.0304,148.018,4-Apr,0.547,Rock
72461.0,The Killers,Land Of The Free,65.0,0.5660000000000001,0.368,-1.0,0.575,0.0,A#,0.1159999999999999,-5.1,Major,0.0443,197.639,4-Apr,0.294,Rock
89192.0,The Byrds,You Ain't Goin' Nowhere,51.0,0.109,0.512,153467.0,0.426,0.00225,G,0.764,-14.081,Major,0.0449,132.495,4-Apr,0.7,Rock
60829.0,Rascal Flatts,Mayberry,52.0,0.296,0.628,272987.0,0.8170000000000001,0.0,B,0.126,-4.182,Major,0.0433,88.04899999999999,4-Apr,0.37,Rock
54356.0,John Lennon,Mind Games - Remastered 2010,57.0,0.292,0.409,253267.0,0.833,0.158,E,0.161,-9.994,Minor,0.0397,132.233,4-Apr,0.428,Rock
29613.0,Steve Miller Band,Rock'n Me,59.0,0.31,0.6940000000000001,187067.0,0.578,0.0,E,0.179,-11.309,Major,0.0713,122.446,4-Apr,0.907,Rock
84755.0,The Heavy,How You Like Me Now,63.0,0.000973,0.647,217493.0,0.71,0.703,C,0.0777,-4.692,Major,0.0289999999999999,110.059,4-Apr,0.268,Rock
